title,price,location,area,num_rooms,num_bedrooms,num_baths,Type_de_bien,Surface_de_la_parcelle,Etat,Annees,Type_du_sol,Nombre_detages,features,latitude,longitude,url
A vendre une superbe villa a ennasr 2,Prix à consulter,"Cité Ennasr 2 à
							Ariana Ville",651,8,6,,Villa,,Bon état,,,,Jardin;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.8625,10.19556,https://www.mubawab.tn/fr/a/7941778/a-vendre-une-superbe-villa-a-ennasr-2
Villa vente a carthage,3 600 000 TND,"Carthage à
							Carthage",650,4,4,,Maison,,Nouveau,,,,Terrasse;Garage,36.8566,10.3258,https://www.mubawab.tn/fr/a/8096597/villa-vente-a-carthage
Une Villa S5 avec piscine à vendre à La Soukra,540 000 TND,"Sidi Salah à
							La Soukra",411,5,3,,Maison,,Bon état,,,,Jardin;Terrasse;Piscine;Four,36.883333,10.25,https://www.mubawab.tn/fr/a/7770986/une-villa-s5-avec-piscine-%C3%A0-vendre-%C3%A0-la-soukra
Villa à vendre,850 000 TND,"Hammamet à
							Hammamet",300,5,4,,Villa,,Bon état,,,,Jardin;Terrasse;Piscine;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8053552/villa-%C3%A0-vendre
"A vendre maison 4 appartements 
studio",Prix à consulter,"Cité El Wafa à
							Raoued",250,5,11,,Maison,"382
								m²",Bon état,,Parquet,,Terrasse;Garage;Meublé;Entre-seul;Antenne parabolique;Cuisine équipée,36.954444,10.191389,https://www.mubawab.tn/fr/a/8086291/a-vendre-maison-4-appartements-studio
Propriété à Hammam Lif,620 000 TND,"Hammam Lif à
							Hammam Lif",160,5,3,,Maison,"502
								m²",Bon état,,Carrelage,,Jardin;Terrasse;Garage;Vue sur les montagnes;Porte blindée,36.72811368698406,10.342410003669755,https://www.mubawab.tn/fr/a/8086495/propri%C3%A9t%C3%A9-%C3%A0-hammam-lif
Villa trés haut standing,2 400 000 TND,"Cité Ennouzha à
							Ariana Ville",570,4,4,,Villa,,Bon état,,Marbre,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Réfrigérateur;Four;Micro-ondes,36.8625,10.19556,https://www.mubawab.tn/fr/a/8008345/villa-tr%C3%A9s-haut-standing
"Villa haut standing Route Gabes km6 
Sidi Abid",350 000 TND,Thyna,180,3,2,,Villa,"600
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver,34.67262,10.72246,https://www.mubawab.tn/fr/a/7914126/villa-haut-standing-route-gabes-km6-sidi-abid
Propriété à Temlel Midoun,620 000 TND,"Midoune à
							Midoun",160,3,2,,Maison,"3200
								m²",Bon état,,Carrelage,,Jardin;Terrasse;Garage;Climatisation,33.80149414996902,11.009710428951047,https://www.mubawab.tn/fr/a/8086718/propri%C3%A9t%C3%A9-%C3%A0-temlel-midoun
Villa indépendante,550 000 TND,Rejiche,458,4,4,,Villa,"458
								m²",À rénover,,,,Jardin;Terrasse;Garage,34.952455443206404,10.770318323583986,https://www.mubawab.tn/fr/a/8086855/villa-ind%C3%A9pendante
Vente villa s4 a nabeul,1 460 000 TND,"Sidi El Mahrsi à
							Nabeul",200,5,4,,Villa,"834
								m²",Bon état,,,,Jardin;Piscine;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8078709/vente-villa-s4-a-nabeul
Vente de 2 maisons RDC ET ETAGE Nabeul,420 000 TND,"Nabeul à
							Nabeul",300,8,6,,Maison,"180
								m²",Bon état,,,,,36.45056,10.73505,https://www.mubawab.tn/fr/a/8069894/vente-de-2-maisons-rdc-et-etage-nabeul
A vendre à HAMMAMET sidi Hammed une villa,790 000 TND,"Hammamet à
							Hammamet",500,5,4,,Villa,"290
								m²",Nouveau,,,,Jardin;Terrasse;Vue sur mer;Piscine,36.40108,10.61457,https://www.mubawab.tn/fr/a/8087249/a-vendre-%C3%A0-hammamet-sidi-hammed-une-villa
Villa deux niveaux,620 000 TND,"Megrine Jaouhara à
							Mégrine",500,8,8,,Villa,,Bon état,,,,Garage,36.6938694,10.2622167,https://www.mubawab.tn/fr/a/8087758/villa-deux-niveaux
Une belle villa s4 a vendre a hammamet,790 000 TND,"Hammamet Sud à
							Hammamet",430,5,4,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée;Four,36.40108,10.61457,https://www.mubawab.tn/fr/a/7914749/une-belle-villa-s4-a-vendre-a-hammamet
Maison de Charme dans la Médina de Sousse,91 670 TND,"Sousse Medina à
							Sousse Ville",120,3,2,,Maison,,À rénover,,,,,35.8273,10.6339,https://www.mubawab.tn/fr/a/8087568/maison-de-charme-dans-la-m%C3%A9dina-de-sousse
Espace à rénover à Mégrine Riadh,250 000 TND,"Megrine Riadh à
							Mégrine",200,4,3,,Maison,"250
								m²",À rénover,,Carrelage,,Jardin;Terrasse;Chambre rangement,36.6938694,10.2622167,https://www.mubawab.tn/fr/a/8088907/espace-%C3%A0-r%C3%A9nover-%C3%A0-m%C3%A9grine-riadh
Maison a vendre a hamem ghzez,620 000 000 TND,Kélibia,140,7,3,,Villa,"220
								m²",Nouveau,,,,Jardin;Terrasse;Vue sur mer,36.8493,11.0918,https://www.mubawab.tn/fr/a/8071470/maison-a-vendre-a-hamem-ghzez
Grande villa de luxe à vendre à kelibia PDL,4 000 000 TND,Kélibia,1700,9,6,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Vue sur mer;Concierge;Entre-seul,36.8493,11.0918,https://www.mubawab.tn/fr/a/8056003/grande-villa-de-luxe-%C3%A0-vendre-%C3%A0-kelibia-pdl
À vendre villa à Boumhel cité Bel air,1 500 000 TND,"Cité Plein Air à
							Boumhel Bassatine",540,10,5,,Villa,"500
								m²",Bon état,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Entre-seul;Climatisation;Chauffage central;Cuisine équipée,36.57724,10.34246,https://www.mubawab.tn/fr/a/8090101/%C3%A0-vendre-villa-%C3%A0-boumhel-cit%C3%A9-bel-air
A Saisir villa Sidi Mansour Sfax,400 000 TND,"Sidi Mansour à
							Sakiet Eddaier",250,5,3,,Maison,"2500
								m²",À rénover,,Carrelage,,Jardin;Garage;Vue sur mer;Chambre rangement,34.78898606984405,10.824984283536555,https://www.mubawab.tn/fr/a/7965780/a-saisir-villa-sidi-mansour-sfax
"Maison à la vente à Les Jardins d'El Menzah 
2.1 Pièce",520 000 TND,"Les Jardins d'El Menzah 2 à
							Ariana Ville",100,1,3,,Maison,"100
								m²",Bon état,,,,,36.8625,10.19556,https://www.mubawab.tn/fr/a/8090284/maison-%C3%A0-la-vente-%C3%A0-les-jardins-d-el-menzah-2-1-pi%C3%A8ce
À vendre – villa en pierre – franceville/tunis,750 000 TND,"El Omrane à
							El Omrane",475,8,6,,Villa,"475
								m²",Bon état,,Carrelage,,Jardin;Garage;Climatisation;Chauffage central,36.815563104957455,10.16903432564495,https://www.mubawab.tn/fr/a/8090649/%C3%A0-vendre-%E2%80%93-villa-en-pierre-%E2%80%93-franceville-tunis
A vendre un Duplex en S4 avec jardin à Cité el Khalil,950 000 TND,"La Marsa à
							La Marsa",230,5,4,,Maison,,Nouveau,,,,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Four;Micro-ondes,36.876389,10.325278,https://www.mubawab.tn/fr/a/8081333/a-vendre-un-duplex-en-s4-avec-jardin-%C3%A0-cit%C3%A9-el-khalil
A vendre: villa a djerba midoun,250 000 TND,"Midoune à
							Midoun",90,4,2,,Maison,"120
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Chambre rangement;Meublé;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,33.810172160221896,10.981103019979013,https://www.mubawab.tn/fr/a/8091123/a-vendre-villa-a-djerba-midoun
"Villa d’exception à vendre 
Hammamet Nord 
Kharouba",745 000 TND,"Hammamet Nord à
							Hammamet",250,7,4,,Villa,"350
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Climatisation;Chauffage central,36.419773,10.661894,https://www.mubawab.tn/fr/a/8091476/villa-d%E2%80%99exception-%C3%A0-vendre-hammamet-nord-kharouba
À vendre Duplex Hammamet Nord Omar Khayem,449 000 TND,"Hammamet Nord à
							Hammamet",164,6,4,,Maison,,Bon état,,,,Jardin;Garage;Climatisation;Chauffage central;Cuisine équipée,36.419773,10.661894,https://www.mubawab.tn/fr/a/8091478/%C3%A0-vendre-duplex-hammamet-nord-omar-khayem
A vendre une Maison Borj Cedria,500 000 TND,"Borj Cedria à
							Hammam Chatt",107,,13,,Maison,,,,,,,36.658969,10.405946,https://www.mubawab.tn/fr/a/8091809/a-vendre-une-maison-borj-cedria
A vendre maisan 3etages,Prix à consulter,"El Yasminette à
							Nouvelle Medina",350,8,6,,Maison,"170
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Double vitrage;Porte blindée,36.74328213110817,10.23705403273153,https://www.mubawab.tn/fr/a/8091871/a-vendre-maisan-3etages
Villa enzo,330 000 TND,"Hammamet Sud à
							Hammamet",315,12,6,,Villa,,Bon état,,,,Terrasse,36.40107999999999,10.61457,https://www.mubawab.tn/fr/a/7779891/villa-enzo
AV maison s3 pas loin de hammamet sud,100 000 TND,"Hammamet Sud à
							Hammamet",200,3,3,,Maison,"200
								m²",Bon état,,,,Terrasse;Garage,36.40108,10.61457,https://www.mubawab.tn/fr/a/8082820/av-maison-s3-pas-loin-de-hammamet-sud
Un duplexe s4 à vendre située à sahloul1,450 000 TND,Cité Jaouhara,250,1,4,,Maison,"600
								m²",Bon état,,,,Garage;Cuisine équipée,35.83366,10.64068,https://www.mubawab.tn/fr/a/8092487/un-duplexe-s4-%C3%A0-vendre-situ%C3%A9e-%C3%A0-sahloul1
Très belle villa à Rades,800 000 TND,"Rades Plage à
							Rades",260,5,4,,Villa,"280
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Chauffage central;Sécurité;Porte blindée,36.7609,10.2736,https://www.mubawab.tn/fr/a/8092496/tr%C3%A8s-belle-villa-%C3%A0-rades
Une Splendide Villa indépendante à vendre à La Soukra,Prix à consulter,"La Soukra à
							La Soukra",835,,7,,Maison,,,,,,Jardin;Terrasse;Garage;Piscine;Sécurité;Cuisine équipée,36.88833,10.27417,https://www.mubawab.tn/fr/a/8078677/une-splendide-villa-ind%C3%A9pendante-%C3%A0-vendre-%C3%A0-la-soukra
Magnifique villa titrée à vendre,780 000 TND,Tezdaine,250,5,4,,Villa,"423
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Piscine,33.8039664,11.0400653,https://www.mubawab.tn/fr/a/8089173/magnifique-villa-titr%C3%A9e-%C3%A0-vendre
Maison à Djerba: Charme Authentique et Opportunité,400 000 TND,"Houmt Souk à
							Houmt Souk",225,8,4,,Maison,,Bon état,,,,,33.866667,10.85,https://www.mubawab.tn/fr/a/8079499/maison-%C3%A0-djerba-charme-authentique-et-opportunit%C3%A9
Très belle villa haut de standing,850 000 TND,"Borj Cedria à
							Hammam Chatt",180,6,6,,Villa,,Nouveau,,Carrelage,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chambre rangement;Meublé;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.658969000000006,10.405946000000002,https://www.mubawab.tn/fr/a/8079663/tr%C3%A8s-belle-villa-haut-de-standing
Villa individuelle en vente,1 350 000 TND,Bizerte,873,,,,Villa,,,,,,Jardin;Terrasse;Cheminée;Climatisation;Four,37.266667,9.866667,https://www.mubawab.tn/fr/a/8043641/villa-individuelle-en-vente
Vente Villa R2 à Hergla,1 260 000 TND,Hergla,420,11,8,,Villa,,Nouveau,,,,Garage;Climatisation;Porte blindée;Cuisine équipée,36.0301,10.5079,https://www.mubawab.tn/fr/a/8080200/vente-villa-r2-%C3%A0-hergla
A vendre une villa en S4 avec piscine à Gammarth,2 200 000 TND,"Gammarth à
							La Marsa",630,5,4,,Maison,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Cuisine équipée,36.876389,10.325278,https://www.mubawab.tn/fr/a/8066755/a-vendre-une-villa-en-s4-avec-piscine-%C3%A0-gammarth
Maison sur artère principale,390 000 TND,"El Yasminette à
							Nouvelle Medina",180,5,4,,Maison,"180
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Antenne parabolique;Climatisation;Chauffage central;Sécurité,36.78898,10.18348,https://www.mubawab.tn/fr/a/8079522/maison-sur-art%C3%A8re-principale
Villa à vendre,Prix à consulter,Kalâa Sghira,260,9,3,,Villa,"393
								m²",Nouveau,,,,Jardin;Garage;Climatisation;Sécurité;Cuisine équipée,35.821756,10.560554,https://www.mubawab.tn/fr/a/8081064/villa-%C3%A0-vendre
Magnifique villa à vendre. 3 belles chambres. Terrasse et jardin,530 000 TND,Bizerte,278,,3,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chambre rangement;Meublé;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,37.28915131054129,9.849780652521478,https://www.mubawab.tn/fr/a/8081171/magnifique-villa-%C3%A0-vendre-3-belles-chambres-terrasse-et-jardin
Villa à vendre rue Mohamed Salah sayedi,980 000 TND,"Skanes à
							Monastir Ville",300,7,4,,Maison,"418
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Meublé;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée,35.7678,10.8225,https://www.mubawab.tn/fr/a/8081374/villa-%C3%A0-vendre-rue-mohamed-salah-sayedi
A vendre Maison à kheireddine la goulette,Prix à consulter,"La Nouvelle Goulette à
							La Goulette",160,4,4,,Maison,,À rénover,,,,Vue sur mer,36.89147,10.16262,https://www.mubawab.tn/fr/a/8081866/a-vendre-maison-%C3%A0-kheireddine-la-goulette
A vendre Belle Villa à Sfax,240 000 TND,"Cité El Moez à
							Sfax Sud",240,5,4,,Villa,"760
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Porte blindée,34.668653,10.699911,https://www.mubawab.tn/fr/a/7982267/a-vendre-belle-villa-%C3%A0-sfax
Une luxueuse villa à vendre à Hammamet,780 000 TND,"Hammamet à
							Hammamet",550,5,4,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Sécurité;Porte blindée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8014633/une-luxueuse-villa-%C3%A0-vendre-%C3%A0-hammamet
A vendre un duplex s3 a gammarth,1 250 000 TND,"Gammarth à
							La Marsa",250,4,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Concierge;Climatisation;Chauffage central;Cuisine équipée,36.876389,10.325278,https://www.mubawab.tn/fr/a/7944587/a-vendre-un-duplex-s3-a-gammarth
Villa avec jardin pour la vente à Hammamet Nord,Prix à consulter,"Hammamet Nord à
							Hammamet",246,9,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Vue sur mer;Chauffage central;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/7995708/villa-avec-jardin-pour-la-vente-%C3%A0-hammamet-nord
Vente villa Pink S4,730 000 TND,"Hammamet à
							Hammamet",350,5,4,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Meublé;Salon européen;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.40108,10.61457,https://www.mubawab.tn/fr/a/7944529/vente-villa-pink-s4
Etage de villa en vente,340 000 TND,"Ariana à
							Ariana Ville",230,,,,Villa,,,,,,Chauffage central,36.8604803,10.1604276,https://www.mubawab.tn/fr/a/8066845/etage-de-villa-en-vente
Villa en cour de construction,390 000 TND,"Bhar Lazreg à
							La Marsa",280,1,3,,Maison,"340
								m²",Nouveau,,,,,36.876389,10.325278,https://www.mubawab.tn/fr/a/8079795/villa-en-cour-de-construction
Duplex S3 à Vendre à La Marsa,1 150 000 TND,"La Marsa à
							La Marsa",150,,3,,Maison,,,,,,Jardin;Piscine;Cuisine équipée,36.8941992,10.2762232,https://www.mubawab.tn/fr/a/8082460/duplex-s3-%C3%A0-vendre-%C3%A0-la-marsa
Villa a vendre à Hammamet Nord,1 750 000 TND,"Hammamet Nord à
							Hammamet",1100,5,5,,Villa,,Bon état,,,,,36.40108,10.61457,https://www.mubawab.tn/fr/a/8082780/villa-a-vendre-%C3%A0-hammamet-nord
Maison terrain garage hammam,660 000 TND,"El Gourjani à
							Tunis",667,6,100,,Maison,,À rénover,,,,Jardin;Terrasse;Garage,36.81881,10.16596,https://www.mubawab.tn/fr/a/8017049/maison-terrain-garage-hammam
A vendre une villa de 300m² situé à El Kantaoui,2 800 000 TND,"El Kantaoui à
							Hammam Sousse",300,5,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Cheminée;Climatisation;Chauffage central;Cuisine équipée,35.8569,10.5972,https://www.mubawab.tn/fr/a/8050168/a-vendre-une-villa-de-300m%C2%B2-situ%C3%A9-%C3%A0-el-kantaoui
Villa de 522m² à vendre,620 000 TND,"Ben Arous à
							Ben Arous",522,,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Chambre rangement;Entre-seul,36.77228,10.22122,https://www.mubawab.tn/fr/a/8083558/villa-de-522m%C2%B2-%C3%A0-vendre
Deux Villa jumelée avec piscine à vendre aux Berges du Lac 2,8 000 000 TND,"Les Berges Du Lac 2 à
							La Marsa",780,,,,Maison,,,,,,,36.8468986,10.2641808,https://www.mubawab.tn/fr/a/8083839/deux-villa-jumel%C3%A9e-avec-piscine-%C3%A0-vendre-aux-berges-du-lac-2
Villa S6 sur 577m2 à rénover à El Menzah5,1 900 000 TND,"El Menzah 4 à
							El Menzah",220,7,6,,Villa,"577
								m²",À rénover,,Carrelage,,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Antenne parabolique;Cuisine équipée,36.845235,10.164723,https://www.mubawab.tn/fr/a/8084259/villa-s6-sur-577m2-%C3%A0-r%C3%A9nover-%C3%A0-el-menzah5
,,,,,,,,,,,,,,35.959135192485334,10.54220384122943,https://www.mubawab.tn/fr/p/3172/r%C3%A9sidence-costa-vivez-l-exception-en-bord-de-mer
A vendre immeuble de 4 appartement a bhar lazrek,850 000 TND,"Bhar Lazreg à
							La Marsa",490,12,11,,Maison,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.876389,10.325278,https://www.mubawab.tn/fr/a/7855122/a-vendre-immeuble-de-4-appartement-a-bhar-lazrek
Duplex retapé à Vendre,490 000 TND,"Rades Meliane à
							Rades",133,4,3,,Villa,"196
								m²",Bon état,,Marbre,,Jardin;Garage;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Micro-ondes,36.7609,10.2736,https://www.mubawab.tn/fr/a/8085203/duplex-retap%C3%A9-%C3%A0-vendre
Triplex au lac 1 vente s5,950 000 TND,"Les Berges Du Lac 1 à
							La Marsa",220,6,5,,Maison,"220
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Ascenseur;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,36.8355152,10.2241758,https://www.mubawab.tn/fr/a/8085613/triplex-au-lac-1-vente-s5
A VENDRE: Villa à Dubosville,415 000 TND,"Bellevue à
							El Ouardia",420,4,4,,Maison,,Nouveau,,Carrelage,,,36.83561,10.21587,https://www.mubawab.tn/fr/a/7822402/a-vendre-villa-%C3%A0-dubosville
Villa jumelée en vente,670 000 TND,"Nouvelle Ariana à
							Ariana Ville",449,,,,Villa,,,,,,Jardin;Terrasse;Chambre rangement;Climatisation,36.8604803,10.1604276,https://www.mubawab.tn/fr/a/8085952/villa-jumel%C3%A9e-en-vente
"Splendide villa à vendre à El Ouardia.
Superficie 220 m²",Prix à consulter,"El Ouardia à
							El Ouardia",220,,3,,Villa,"150
								m²",Nouveau,,Carrelage,,,36.79665549999999,10.1001461,https://www.mubawab.tn/fr/a/8086043/splendide-villa-%C3%A0-vendre-%C3%A0-el-ouardia-superficie-220-m%C2%B2
Vente Maison Mima S1 Nabeul,530 000 TND,"Hammamet Nord à
							Hammamet",113,2,1,,Maison,,Bon état,,,,Climatisation;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8007499/vente-maison-mima-s1-nabeul
Maison a vendre,Prix à consulter,"Cité Ettahrir Sup à
							Ettahrir",100,7,3,,Maison,,Bon état,,,,Terrasse;Entre-seul;Cuisine équipée,36.81881,10.16596,https://www.mubawab.tn/fr/a/8076997/maison-a-vendre
Une Villa à Demna Metline Bizerte,Prix à consulter,Bizerte,200,4,3,,Villa,"510
								m²",Nouveau,,Parquet,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Piscine;Salon européen;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur,37.266667,9.866667,https://www.mubawab.tn/fr/a/8077251/une-villa-%C3%A0-demna-metline-bizerte
Villa indépendante à Hammam Sousse,890 000 TND,"Hammam Sousse à
							Hammam Sousse",416,6,5,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Cuisine équipée,35.8569,10.5972,https://www.mubawab.tn/fr/a/7897718/villa-ind%C3%A9pendante-%C3%A0-hammam-sousse
Vente Villa Sayada avec piscine,1 500 000 TND,Sayada,562,8,5,,Villa,,À rénover,,,,Jardin;Terrasse;Garage;Piscine;Meublé;Climatisation;Sécurité;Double vitrage;Cuisine équipée,35.67,10.9,https://www.mubawab.tn/fr/a/8075806/vente-villa-sayada-avec-piscine
À Vendre: Belle Villa à Bouhsina,1 300 000 TND,Cité Jaouhara,220,7,6,,Villa,,Bon état,,,,Jardin;Terrasse;Concierge;Double vitrage,35.83366,10.64068,https://www.mubawab.tn/fr/a/8074574/%C3%A0-vendre-belle-villa-%C3%A0-bouhsina
À Vendre: Spacieuse Villa Indépendante,1 400 000 TND,"Sahloul à
							Sousse Ville",360,5,4,,Villa,,À rénover,,,,Jardin;Terrasse;Concierge;Chambre rangement;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,35.8273,10.6339,https://www.mubawab.tn/fr/a/8074549/%C3%A0-vendre-spacieuse-villa-ind%C3%A9pendante
Villa familiale en vente 870 m² sur 3 étages,1 550 000 TND,"Sousse Ville à
							Sousse Ville",870,10,7,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Entre-seul;Climatisation;Chauffage central;Cuisine équipée,35.8273,10.6339,https://www.mubawab.tn/fr/a/8074204/villa-familiale-en-vente-870-m%C2%B2-sur-3-%C3%A9tages
Vente Superbe Villa avec piscine Chatt Mariem,1 350 000 TND,"Chott Meriem à
							Akouda",700,7,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,35.87,10.57,https://www.mubawab.tn/fr/a/7954964/vente-superbe-villa-avec-piscine-chatt-mariem
Villa en vente,2 266 000 TND,Tantana,735,5,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Double vitrage;Cuisine équipée,35.94312,10.52022,https://www.mubawab.tn/fr/a/7897809/villa-en-vente
Villa jumelles à Khezama,870 000 TND,Khezama Ouest,400,6,4,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Cuisine équipée,35.7218,10.6179,https://www.mubawab.tn/fr/a/7883916/villa-jumelles-%C3%A0-khezama
Villa Prestigieuse sur un Terrain de 491 m2,1 500 000 TND,"Sousse Ville à
							Sousse Ville",275,5,4,,Villa,,Bon état,,,,Jardin;Terrasse;Meublé;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,35.8273,10.6339,https://www.mubawab.tn/fr/a/7891075/villa-prestigieuse-sur-un-terrain-de-491-m2
Villa de standing à Kantaoui,2 700 000 TND,"El Kantaoui à
							Hammam Sousse",750,7,5,,Villa,,Bon état,,,,Jardin;Terrasse;Piscine;Concierge;Meublé;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée,35.8569,10.5972,https://www.mubawab.tn/fr/a/8070137/villa-de-standing-%C3%A0-kantaoui
Magnifique Villa 3 Niveaux à Vendre à Sahloul 2,1 440 000 TND,"Sahloul à
							Sousse Ville",454,13,6,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité,35.8273,10.6339,https://www.mubawab.tn/fr/a/8070107/magnifique-villa-3-niveaux-%C3%A0-vendre-%C3%A0-sahloul-2
Villa indépendante à Hergla,980 000 TND,Hergla,450,5,3,,Villa,,Bon état,,,,Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,36.0301,10.5079,https://www.mubawab.tn/fr/a/7896312/villa-ind%C3%A9pendante-%C3%A0-hergla
Ensemble immobilier à vendre à sahloul,650 000 TND,"Sahloul à
							Sousse Ville",250,10,7,,Villa,,Bon état,,,,Terrasse;Garage;Chambre rangement;Salon européen;Antenne parabolique;Double vitrage;Cuisine équipée,35.832439,10.622471,https://www.mubawab.tn/fr/a/7916991/ensemble-immobilier-%C3%A0-vendre-%C3%A0-sahloul
Bien d'exception grande et splendide demeure,2 266 000 TND,Kalâa Kebira,35000,10,8,,Villa,,Bon état,,,,Jardin;Terrasse;Piscine;Meublé;Salon européen;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Four,35.87392,10.54372,https://www.mubawab.tn/fr/a/7897605/bien-d-exception-grande-et-splendide-demeure
Villa pied dans l'eau,5 150 000 TND,"Chott Meriem à
							Akouda",300,4,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Salon européen;Double vitrage;Cuisine équipée,35.87,10.57,https://www.mubawab.tn/fr/a/7896321/villa-pied-dans-l-eau
À Vendre Belle Villa à Akouda,1 200 000 TND,"Akouda à
							Akouda",319,5,5,,Villa,,Bon état,,,,Jardin;Chambre rangement;Climatisation;Chauffage central,35.87,10.57,https://www.mubawab.tn/fr/a/8073179/%C3%A0-vendre-belle-villa-%C3%A0-akouda
À Vendre Magnifique Villa Neuve avec Piscine,927 000 TND,"Sousse Riadh à
							Sousse Ville",250,6,4,,Villa,,Nouveau,,,,Jardin;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Four,35.8273,10.6339,https://www.mubawab.tn/fr/a/8073137/%C3%A0-vendre-magnifique-villa-neuve-avec-piscine
